Index,arXiv ID,Keywords
640,2404.16354v2,"Modular transformations, On-shell actions, TT deformed holographic CFTs, Torus partition function, Two-dimensional CFT, Gravitational anomaly, Holographic perspective, Saddle solutions, Dual gravity theories"
641,2404.16316v1,"Weil correspondence, Seiberg-Witten differential, Algebraic group extension, Integrable system, Quantum consistent couplings, Anti-affine extension groups, Coulomb coordinates, Symplectic quotients, Flavor symmetry, Mordell-Weil lattice"
642,2404.16230v1,"Pair creation, Spin noncommutativity, Schwinger pair creation, Dirac fermions, Volkov plane wave, External electric field, Schwinger proper time method, Probability, Vacuum, Constant electric field"
643,2404.16097v2,"Global Symmetry, String-constructed QFT, T-duality, Twisted K-theory, D-brane charges, Asymptotic boundary, Internal geometry, 6D ADE-type (2,0) SCFTs, 6d (1,0) LSTs, Manifest compatibility"
644,2404.16098v1,"Semiclassical black holes, Entropy differences, Quantum gravity, Statistical mechanics, Black hole states, Mass fluctuations, Quantum matter, Microcanonical wavefunctions, Hilbert space, Von Neumann entropy"
645,2404.16084v1,"AdS (Anti-de Sitter), Veneziano amplitude, Type IIB string theory, D7 branes, Curvature corrections, Soft gravitons, Open string world-sheet representation, Single-valued functions, Real line, Second curvature correction"
646,2404.16028v2,"Symmetry descent, Quantum field theories, Symmetry theory (SymTFT), Topological field theory, String theory, Geometrically engineered QFTs, Background geometry, Integration, Ten dimensional string theory, Anomalies"
647,2404.15985v1,"Frozen stars, Black hole mimickers, String fluid, Schwarzschild black hole, Anisotropic fluid, D-brane, Brane-antibrane system, Tachyon condensation, Born-Infeld Lagrangian, Electric fields"
648,2404.15981v1,"Weak gravity conjecture (WGC), Weak cosmic censorship conjecture (WCCC), Thermodynamics, Conformal field theory (CFT), Charged black holes, Reissner-Nordström black holes, Perfect fluid dark matter (PFDM), Phase transition, AdS space, Critical point"
649,2404.15940v1,"Complexity measures, Ergodic, Many-body localization, Probability distribution function, Lanczos coefficients, Tri-diagonalized Hamiltonian, Power-law random banded matrix model, Correlation strength, Moments, Entropy"
650,2404.15900v1,"Flag manifold, Geodesics, Spectrum, Laplace-Beltrami operator, Invariant metrics, Finite-dimensional approximations, Hilbert space, Quantum particle, Classical particle, Spin chain type"
651,2404.15856v1,"Renormalization group, QFT theories, Lie group, Gauge coupling constant, Witt algebra, Matter fields, Renormalization scale, β-function, Anomalous dimension, Exponential map"
652,2404.15809v2,"Dark matter, Space-time symmetry restoration, Global variables, Spacelike surfaces, Interactions, Diffeomorphism invariance, Gravitons, Matter component, Geodesic foliation, Escape speed"
653,2405.02328v1,"Kerr-Sen-Ads black holes, Thermodynamics, Restricted phase space, Central charge, Conjugate parameter, Topological defects, Free energy landscape, Ensembles, Phase transitions, Vector field"
654,2404.15569v1,"Self-gravitating solutions, Yang-Mills-Chern-Simons theory, 3D massive gravity, Warped-Anti de Sitter black holes, WAdS_3/CFT_2, Einstein-Yang-Mills theory, Higher-curvature terms, Gauge theory, Asymptotically, Coupled systems"
655,2404.15566v1,"Thermodynamically stable, Asymptotically flat black holes, Quasilocal formalism, Brown and York, Counterterms, Exact regular black hole solutions, Extended supergravity, Gauss-Bonnet gravity, Thermodynamic behavior, Charged black holes"
656,2404.15561v2,"Casimir energy, 6D CFT (six-dimensional Conformal Field Theory), Trace anomaly, Central charge, Type A central charge, Polyakov formulas, Conformally flat background, Schouten scalar, Schouten tensor, Trivial total derivatives"
657,2404.15416v1,"Effective Field Theory, Cosmological perturbations, Inflation, Schwinger-Keldysh path integral, Decoupling limit, Power spectrum, Bispectrum, Derivative expansion, Quantum information, Primordial perturbations"
658,2404.15414v1,"Axions, Dark dimension scenario, Swampland principles, Extra dimension, QCD axion, Standard model brane, 5D Planck mass, Decay constant, Dark energy, Dark matter"
659,2404.15401v2,"de Sitter vacua, O(d,d) invariant cosmologies, Homogeneous and isotropic framework, String frame, Einstein frame, Instability, Bianchi I universes, Anisotropic case, Scale factor exchange, Scale factor duality"
660,2404.15400v2,"Holographic scattering, Non-minimal RT surfaces, AdS/CFT correspondence, Bulk AdS spacetime, Entanglement, Connected wedge theorem, Boundary subregions, Asymptotically AdS_2+1 spacetimes, Conical defect, BTZ black hole geometries"
661,2404.15265v1,"Color-kinematic numerators, Fermion Compton amplitudes, Hopf algebra, Quasi-shuffle sets, Gauge invariant, Massive poles, Graphical method, Numerator generation, Redundancies, Computational advantages"
662,2404.15233v2,"Field theory, D0-branes, Hamiltonian mechanics, Quantization, Supersymmetric, Nonlinear action, String Theory, Covariant quantization, Super-spacetime, Bosonic and fermionic matrix coordinates"
663,2404.15183v1,"Black holes , Wormholes, Gravitational path integral, Thin shells of matter, 3D gravity, Large-c conformal bootstrap, CFT operator, Line defect, Liouville CFT, Holographic CFT"
664,2404.15148v1,"Chemical Potential, Quantum Black Holes, 2+1 dimensions, U(1) field, Holography, Quantum Conformal Fields, Braneworld Holography, Quantum-Induced Electromagnetic Field, BTZ Black Holes, AdS_2 throats"
665,2404.15077v2,"Entropic proofs, Irreversibility theorems, Renormalization group flows, Null Energy Condition, Ryu-Takayanagi formula, Entanglement entropy, Anti-de Sitter gravity, Conformal invariance, Holographic c-function, AdS_D+1 to AdS_3"
666,2404.15056v1,"Energy correlations, Planckian collisions, Holographic conformal field theories, Gravitational scattering, Anti-de Sitter geometry, Quantum-gravity correction, Impact parameter scattering, 't Hooft coupling, Conformal bootstrap, UV properties"
667,2404.15025v1,"T-dualities, gauged linear sigma models, non-Abelian, supersymmetry, U(1) gauge group, global symmetries, SU(2)×SU(2), resolved conifold, effective potential, non-perturbative corrections"
668,2404.15020v1,"Asymptotic oscillatory tails, Weakly delocalized solitons, Amplitude, Stationary solutions, Fifth-order Korteweg-de Vries equation, Asymptotic matching techniques, Higher orders, Exponential decay, Asymmetry, Numerical determination"
669,2404.14998v2,"Invariant tensions, Holography, Gravity, Defect CFT, Gravitational tension, Dilatation current, Inertial tension, Stiffness, Nambu-Goto action, Superconformal invariance"
670,2404.14787v2,"Holographic superconductor, Anti-de Sitter-Einstein-Born-Infeld black hole, Backreaction, AdS/CFT correspondence, Parameter G, Nonlinearity, Condensation properties, Conductivity, Born-Infeld model, Universal value"
671,2404.14669v2,"Magnetization, Vector, Renormalization group fixed points, Heisenberg fixed point, Conformal bootstrap, O(d) anti-symmetric matrix model, Evanescent kinks, O(4), O(5), O(6)"
672,2404.14613v2,"B-type D-branes, Hybrid models, Landau-Ginzburg orbifold, Supersymmetry, Matrix factorisations, Geometric data, Orbifold actions, R-symmetry, Gauged linear sigma models (GLSMs), Calabi-Yau hybrids"
673,2404.14609v1,"Charged-flat black hole, Rényi formalism, Phase structures, Van der Waals fluid, Reissner-Nordstrom-Anti-deSitter black holes, Gibbs-Boltzmann extended phase space, Mel'nikov method, Chaos, Space-periodic thermal perturbations, Nonextensivity Rényi parameter"
674,2404.14551v1,"S-Matrix, Fourier Neural Operators (FNOs), elastic scattering, amplitudes, partial wave expansions, unitarity constraint, regression-classification task, statistics, Theoretical Physics, training"
675,2404.14518v1,"Effective field theory, Spontaneously broken symmetry, Continuous symmetry, Nambu-Goldstone bosons, Effective-field-theoretic description, Dynamics, Internal symmetries, Spacetime broken symmetries, Illustrative examples, Applications"
676,2404.14489v1,"Wormholes, Axiverse, UV cutoff, Effective theory, Moduli fields, Axions, Non-perturbative gravitational effects, Extremal and non-extremal wormhole configurations, BPS fundamental instantons, String theory models"
677,2404.14486v2,"Brane networks, Infinite distance limits, Moduli space, Calabi-Yau fourfolds, M-theory, Four-form flux, Divisors, Asymptotic Hodge theory, End of the world branes, Critical exponents"
678,2404.14472v1,"Localisation, Supersymmetry, Dirac structures, 3D gauge theory, Quantum path integral, Gluinos, Scalars, Manin gauge theory, Yang-Mills theory, Third Way deformation"
679,2404.14477v1,"Entropy, Black holes, Momentum charge, BPS solutions, M2-brane, M5 branes, Supergravity solution, Monge-Ampère equation, Brane world-volume constructions, Flux excitations"
680,2404.14478v1,"Area metric, Quantum gravity, Degrees of freedom, Algebraic conditions, Cosmological constant, Nambu-Goto action, String theory, Metric background, Area metric perturbations, Polyakov action"
681,2404.14479v1,"Conformal bootstrap, CFTs (Conformal Field Theories), Hyperbolic orbifolds, Bounds, Laplace eigenvalues, Saturation, OPE coefficients, Numerics, Rankin-Cohen brackets, Modular forms"
682,2404.14481v1,"Maxwell theory, Symmetry fractionalization, Non-spin manifold, Line operators, Anomalous theory, Discrete gauge theory, Topological interfaces, SL(2,ℤ) duality, Electric and magnetic one-form symmetries, Duality defects"
683,2404.14318v1,"Twisted holography, AdS_3 × S^3 × K3, Planar chiral algebra, Supergravity, BCOV theory, Koszul duality, N →∞ limit, Chiral algebra, 1/4-BPS subsector, Perturbative in 1/N"
684,2404.14266v1,"Superoscillations, High Energy Physics, Gravity, Classical field theories, Quantum field theories, Klein-Gordon equation, Dirac equation, Maxwell's equations, Einstein's equations, Quantum tunneling"
685,2404.14126v1,"Brane mechanics, BV/BRST formalism, Hamiltonian mechanics, Lie n-algebroids, Homotopy Poisson structures, Poisson sigma models, R-flux deformations, Koszul multibrackets, Gapped almost Lie n-algebroid, Topological n-branes"
686,2404.14118v5,"Lagrangian, Continuous spin theory, Flat spacetime, Delta functions, Symmetric helicity fields, Gauge parameter, Fock space, Higher-spin theory, Third-order derivatives, Wigner equations"
687,2404.14045v2,"Type IIB matrix model, Superstring theory, (3+1)-dimensional space-time, Lorentz symmetry, Partition function, Divergence, Infrared cutoff, Lorentz invariant observables, Gauge-fix, Numerical simulations"
688,2404.13987v1,"Supergravity, Geometric approach, Graded Lie algebra, Space-time dimensions, Antisymmetric tensors, Eleven-dimensional space-time, R, P, Chevalley-Eilenberg Lie algebra, L∞ algebras"
689,2404.13963v1,"Dynamic critical exponent, Quantum long-range models, Fractional Lifshitz field theories, Anisotropic models, Renormalization, Weakly relevant, Infrared fixed points, Lifshitz scale invariance, Lowest-order corrections, Self-interactions"
690,2404.13917v1,"Kaluza-Klein vacuum, Decay process, Metastable vacua, Quantum field theories, Bounce solution, Euclideanized theories, Conical singularity, Bubble of nothing solution, Five-dimensional, Thermodynamic perspective"
691,2404.13761v2,"Dumbell Fermions, Fermi-Pauli Duality, Kantor-Susskind model, Fermions, Dumbbells, Cubic lattice, Dual lattice, Z_2 gauge symmetry, Bosonic variables, Pauli matrices"
692,2404.13684v3,"Entanglement capacity, de Sitter space, Quantum fields, Conformal field theories, Effective field theory, Thermodynamic quantities, Horizon, Heat capacity, Bekenstein-Hawking entropy, Quantum gravity model"
693,2404.13413v2,"Generalized φ^4 model, BPS kink/antikink configurations, Compacton-like profiles, Differential Configurational Complexity technique, Degenerate configurations, Excitation spectrum, Translational and vibrational modes, Bound states of solitons (bions), Resonance phenomena, Scattering of kink/antikink structures"
694,2404.13310v1,"Periodic Boundary Approximation, φ^6 Theory, Resonance scattering structure, Delocalized modes, Schrödinger-like equation, Spectral problem, K̅K pair, Analytical prediction, Numerical simulation, Spectral wall locations"
695,2404.13187v2,"Casimir effect, Lorentz symmetry, Aether vectors, Quantum fluctuations, Scalar quantum field, Dirichlet boundary conditions, Perturbation theory, ζ–function method, Periodic boundaries, Finite-temperature case"
696,2404.13175v2,"Open-closed string duality, Branes, Topological recursion, Matrix models, Two-dimensional string theories, Supersymmetry, Wigner-Dyson class, Altland-Zirnbauer class, Perturbative solutions, Moduli space volumes"
697,2404.13107v1,"Supergeometric Approach, Quantum Field Theory, Scalar-fermion field transformations, Reparameterisation covariant manner, Field-space supermetric, Field-space Riemannian curvature, Fermionic sector, Spacetime dimensions, SG-QFT model, Fermionic curvature"
698,2404.12962v1,"Asymmetric ℤ_4 orbifolds, Type IIB string theory, T^5, Supercharges, Five dimensions, SO(8) lattice, SU(2)^4 lattice, Modular invariant partition function, qq̅-expansion, Twisted sectors"
699,2404.12881v1,"Wilson actions, Exact renormalization group formalism, Correlation functions, Partition function, UV cutoff, Renormalized, Vacuum energy density, Gaussian theory, Linear sigma model, Large N limit"
